ParentLocationCode,ParentLocation,SpatialDimValueCode,Location,Gdp,year,Dim1 type,Dim1,Dim1ValueCode,FactValueNumeric,Value,Level,Language,DateModified,,,pergdp,,,,,,,,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,,FactValueTranslationID,FactComments
WPR,Western Pacific,MYS,Malaysia,297.9519608,2010,Sex,Both sexes,BTSX,74.25,74.25,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,110777.9079,,,,,,,,,,,,,,,
WPR,Western Pacific,MYS,Malaysia,301.354804,2015,Sex,Both sexes,BTSX,74.95,74.95,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,105419.6085,,,,,,,,,,,,,,,
WPR,Western Pacific,MYS,Malaysia,365.2762824,2019,Sex,Both sexes,BTSX,74.72,74.72,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,113218.7133,,,,,,,,,,,,,,,
WPR,Western Pacific,MYS,Malaysia,93.78973684,2000,Sex,Both sexes,BTSX,72.8,72.8,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,48538.7829,,,,,,,,,,,,,,,
SEAR,South-East Asia,MDV,Maldives,2.77435176,2010,Sex,Both sexes,BTSX,76.99,76.99,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,11420.994,,,,,,,,,,,,,,,
SEAR,South-East Asia,MDV,Maldives,4.1094248,2015,Sex,Both sexes,BTSX,78.41,78.41,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,13780.91355,,,,,,,,,,,,,,,
SEAR,South-East Asia,MDV,Maldives,5.60776263,2019,Sex,Both sexes,BTSX,79.59,79.59,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,17926.84159,,,,,,,,,,,,,,,
SEAR,South-East Asia,MDV,Maldives,0.62433715,2000,Sex,Both sexes,BTSX,70.96,70.96,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,3361.640869,,,,,,,,,,,,,,,
AFR,Africa,MLI,Mali,12.99511341,2010,Sex,Both sexes,BTSX,59.05,59.05,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,1334.943464,,,,,,,,,,,,,,,
AFR,Africa,MLI,Mali,13.10476433,2015,Sex,Both sexes,BTSX,60.89,60.89,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,2839.92612,,,,,,,,,,,,,,,
AFR,Africa,MLI,Mali,17.28025119,2019,Sex,Both sexes,BTSX,62.8,62.8,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,2875.257985,,,,,,,,,,,,,,,
AFR,Africa,MLI,Mali,2.96147652,2000,Sex,Both sexes,BTSX,52.64,52.64,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,3235.00066,,,,,,,,,,,,,,,
EUR,Europe,MLT,Malta,9.63891648,2010,Sex,Both sexes,BTSX,80.45,80.45,>80.0,EN,2020-12-03T16:00:00.000Z,,,440.6720307,,,,,,,,,,,,,,,
EUR,Europe,MLT,Malta,11.09143448,2015,Sex,Both sexes,BTSX,81.65,81.65,>80.0,EN,2020-12-03T16:00:00.000Z,,,2437.529978,,,,,,,,,,,,,,,
EUR,Europe,MLT,Malta,15.21571431,2019,Sex,Both sexes,BTSX,81.89,81.89,>80.0,EN,2020-12-03T16:00:00.000Z,,,2732.457113,,,,,,,,,,,,,,,
EUR,Europe,MLT,Malta,4.06951558,2000,Sex,Both sexes,BTSX,77.87,77.87,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4491.688827,,,,,,,,,,,,,,,
AFR,Africa,MRT,Mauritania,6.76463569,2010,Sex,Both sexes,BTSX,65.59,65.59,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,471.9592116,,,,,,,,,,,,,,,
AFR,Africa,MRT,Mauritania,6.16685763,2015,Sex,Both sexes,BTSX,67.41,67.41,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,467.2354316,,,,,,,,,,,,,,,
AFR,Africa,MRT,Mauritania,7.88966245,2019,Sex,Both sexes,BTSX,68.38,68.38,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,522.9895243,,,,,,,,,,,,,,,
AFR,Africa,MRT,Mauritania,1.77952334,2000,Sex,Both sexes,BTSX,61.96,61.96,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,293.6071574,,,,,,,,,,,,,,,
AFR,Africa,MUS,Mauritius,11.51839337,2010,Sex,Both sexes,BTSX,73.24,73.24,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,7076.739821,,,,,,,,,,,,,,,
AFR,Africa,MUS,Mauritius,11.69228707,2015,Sex,Both sexes,BTSX,74.14,74.14,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,9033.41027,,,,,,,,,,,,,,,
AFR,Africa,MUS,Mauritius,14.04580884,2019,Sex,Both sexes,BTSX,74.07,74.07,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,10561.61351,,,,,,,,,,,,,,,
AFR,Africa,MUS,Mauritius,4.66331362,2000,Sex,Both sexes,BTSX,71.17,71.17,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,2234.595861,,,,,,,,,,,,,,,
AMR,Americas,MEX,Mexico,707.9067446,2000,Sex,Both sexes,BTSX,74.41,74.41,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,7157.8145,,,,,,,,,,,,,,,
AMR,Americas,MEX,Mexico,1180.489602,2010,Sex,Both sexes,BTSX,75.13,75.13,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,9271.398396,,,,,,,,,,,,,,,
AMR,Americas,MEX,Mexico,1171.867608,2015,Sex,Both sexes,BTSX,75.87,75.87,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,9616.645558,,,,,,,,,,,,,,,
AMR,Americas,MEX,Mexico,1269.433933,2019,Sex,Both sexes,BTSX,76.01,76.01,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,9950.45008,,,,,,,,,,,,,,,
WPR,Western Pacific,FSM,Micronesia (Federated States of),0.2332718,2000,Sex,Both sexes,BTSX,61.19,61.19,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1861.898065,,,,,,,,,,,,,,,
WPR,Western Pacific,FSM,Micronesia (Federated States of),0.3113016,2010,Sex,Both sexes,BTSX,62.67,62.67,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,4577.688755,,,,,,,,,,,,,,,
WPR,Western Pacific,FSM,Micronesia (Federated States of),0.3164899,2015,Sex,Both sexes,BTSX,62.74,62.74,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,4861.553971,,,,,,,,,,,,,,,
WPR,Western Pacific,FSM,Micronesia (Federated States of),0.4080571,2019,Sex,Both sexes,BTSX,63.03,63.03,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,6070.388054,,,,,,,,,,,,,,,
WPR,Western Pacific,MNG,Mongolia,10.40979765,2010,Sex,Both sexes,BTSX,65.05,65.05,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,710.2742494,,,,,,,,,,,,,,,
WPR,Western Pacific,MNG,Mongolia,11.6198924,2015,Sex,Both sexes,BTSX,67.61,67.61,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,751.4728866,,,,,,,,,,,,,,,
WPR,Western Pacific,MNG,Mongolia,14.20635901,2019,Sex,Both sexes,BTSX,68.1,68.1,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,879.0431873,,,,,,,,,,,,,,,
WPR,Western Pacific,MNG,Mongolia,1.13689612,2000,Sex,Both sexes,BTSX,60.52,60.52,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,270.542236,,,,,,,,,,,,,,,
EUR,Europe,MNE,Montenegro,4.54451698,2010,Sex,Both sexes,BTSX,74.69,74.69,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,21799.17426,,,,,,,,,,,,,,,
EUR,Europe,MNE,Montenegro,4.05291339,2015,Sex,Both sexes,BTSX,75.27,75.27,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,24921.60368,,,,,,,,,,,,,,,
EUR,Europe,MNE,Montenegro,5.54267432,2019,Sex,Both sexes,BTSX,75.88,75.88,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,30186.19596,,,,,,,,,,,,,,,
EUR,Europe,MNE,Montenegro,0.98429759,2000,Sex,Both sexes,BTSX,73.56,73.56,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,10432.32812,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,MAR,Morocco,38.85725134,2000,Sex,Both sexes,BTSX,69.35,69.35,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,146.6045788,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,MAR,Morocco,101.3704743,2010,Sex,Both sexes,BTSX,71.6,71.6,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,746.94536,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,MAR,Morocco,101.1798081,2015,Sex,Both sexes,BTSX,72.46,72.46,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1196.743357,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,MAR,Morocco,119.8704391,2019,Sex,Both sexes,BTSX,72.99,72.99,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1271.111575,,,,,,,,,,,,,,,
AFR,Africa,MOZ,Mozambique,14.38155243,2010,Sex,Both sexes,BTSX,53.48,53.48,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,6688.4824,,,,,,,,,,,,,,,
AFR,Africa,MOZ,Mozambique,15.95096902,2015,Sex,Both sexes,BTSX,55.95,55.95,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,6514.272695,,,,,,,,,,,,,,,
AFR,Africa,MOZ,Mozambique,15.3847018,2019,Sex,Both sexes,BTSX,58.14,58.14,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,8910.650834,,,,,,,,,,,,,,,
AFR,Africa,MOZ,Mozambique,5.65647365,2000,Sex,Both sexes,BTSX,50.69,50.69,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,1627.072633,,,,,,,,,,,,,,,
SEAR,South-East Asia,MMR,Myanmar,6.84932165,2000,Sex,Both sexes,BTSX,59.99,59.99,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,2643.287083,,,,,,,,,,,,,,,
SEAR,South-East Asia,MMR,Myanmar,54.11860197,2010,Sex,Both sexes,BTSX,64.79,64.79,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,3875.321675,,,,,,,,,,,,,,,
SEAR,South-East Asia,MMR,Myanmar,63.04530651,2015,Sex,Both sexes,BTSX,67.58,67.58,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,4404.84583,,,,,,,,,,,,,,,
SEAR,South-East Asia,MMR,Myanmar,68.69776148,2019,Sex,Both sexes,BTSX,69.13,69.13,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,474.2170943,,,,,,,,,,,,,,,
AFR,Africa,NAM,Namibia,12.52340233,2010,Sex,Both sexes,BTSX,60.94,60.94,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,471.9043433,,,,,,,,,,,,,,,
AFR,Africa,NAM,Namibia,11.33517956,2015,Sex,Both sexes,BTSX,62.87,62.87,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,589.85905,,,,,,,,,,,,,,,
AFR,Africa,NAM,Namibia,12.49678172,2019,Sex,Both sexes,BTSX,64.58,64.58,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,506.6416391,,,,,,,,,,,,,,,
AFR,Africa,NAM,Namibia,3.92224799,2000,Sex,Both sexes,BTSX,53.32,53.32,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,319.3596208,,,,,,,,,,,,,,,
SEAR,South-East Asia,NPL,Nepal,21.62171,2010,Sex,Both sexes,BTSX,69.18,69.18,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1610.921603,,,,,,,,,,,,,,,
SEAR,South-East Asia,NPL,Nepal,24.36079541,2015,Sex,Both sexes,BTSX,69.43,69.43,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1524.071753,,,,,,,,,,,,,,,
SEAR,South-East Asia,NPL,Nepal,34.18618069,2019,Sex,Both sexes,BTSX,70.88,70.88,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1743.302901,,,,,,,,,,,,,,,
SEAR,South-East Asia,NPL,Nepal,5.49425221,2000,Sex,Both sexes,BTSX,65.26,65.26,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,676.5690224,,,,,,,,,,,,,,,
EUR,Europe,NLD,Netherlands,904.0859808,2010,Sex,Both sexes,BTSX,80.68,80.68,>80.0,EN,2020-12-03T16:00:00.000Z,,,8000.376432,,,,,,,,,,,,,,,
EUR,Europe,NLD,Netherlands,765.2649498,2015,Sex,Both sexes,BTSX,81.28,81.28,>80.0,EN,2020-12-03T16:00:00.000Z,,,9260.447303,,,,,,,,,,,,,,,
EUR,Europe,NLD,Netherlands,910.1943476,2019,Sex,Both sexes,BTSX,81.79,81.79,>80.0,EN,2020-12-03T16:00:00.000Z,,,11097.16898,,,,,,,,,,,,,,,
EUR,Europe,NLD,Netherlands,416.4427861,2000,Sex,Both sexes,BTSX,78.01,78.01,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,3929.075495,,,,,,,,,,,,,,,
WPR,Western Pacific,NZL,New Zealand,168.2913571,2010,Sex,Both sexes,BTSX,80.94,80.94,>80.0,EN,2020-12-03T16:00:00.000Z,,,478.6686885,,,,,,,,,,,,,,,
WPR,Western Pacific,NZL,New Zealand,178.0644711,2015,Sex,Both sexes,BTSX,81.31,81.31,>80.0,EN,2020-12-03T16:00:00.000Z,,,380.5969877,,,,,,,,,,,,,,,
WPR,Western Pacific,NZL,New Zealand,212.8910483,2019,Sex,Both sexes,BTSX,81.96,81.96,>80.0,EN,2020-12-03T16:00:00.000Z,,,591.8463896,,,,,,,,,,,,,,,
WPR,Western Pacific,NZL,New Zealand,52.62328196,2000,Sex,Both sexes,BTSX,78.57,78.57,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,156.3858168,,,,,,,,,,,,,,,
AMR,Americas,NIC,Nicaragua,9.77426274,2010,Sex,Both sexes,BTSX,74.05,74.05,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,9040.568495,,,,,,,,,,,,,,,
AMR,Americas,NIC,Nicaragua,12.75670658,2015,Sex,Both sexes,BTSX,74.62,74.62,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,9955.242722,,,,,,,,,,,,,,,
AMR,Americas,NIC,Nicaragua,12.61121863,2019,Sex,Both sexes,BTSX,75.04,75.04,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,11432.823,,,,,,,,,,,,,,,
AMR,Americas,NIC,Nicaragua,5.10732901,2000,Sex,Both sexes,BTSX,73.26,73.26,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4043.662923,,,,,,,,,,,,,,,
AFR,Africa,NER,Niger,8.77295126,2010,Sex,Both sexes,BTSX,58.95,58.95,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,5394.996712,,,,,,,,,,,,,,,
AFR,Africa,NER,Niger,9.68386789,2015,Sex,Both sexes,BTSX,61.54,61.54,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,4896.61526,,,,,,,,,,,,,,,
AFR,Africa,NER,Niger,12.91645516,2019,Sex,Both sexes,BTSX,63.29,63.29,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,5009.685904,,,,,,,,,,,,,,,
AFR,Africa,NER,Niger,2.24175312,2000,Sex,Both sexes,BTSX,50.35,50.35,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,2185.604115,,,,,,,,,,,,,,,
AFR,Africa,NGA,Nigeria,404.9935941,2010,Sex,Both sexes,BTSX,59.24,59.24,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,476.8695322,,,,,,,,,,,,,,,
AFR,Africa,NGA,Nigeria,486.8032951,2015,Sex,Both sexes,BTSX,61.16,61.16,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,484.1531374,,,,,,,,,,,,,,,
AFR,Africa,NGA,Nigeria,448.1204289,2019,Sex,Both sexes,BTSX,62.62,62.62,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,554.0993893,,,,,,,,,,,,,,,
AFR,Africa,NGA,Nigeria,69.44875693,2000,Sex,Both sexes,BTSX,53.63,53.63,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,197.8326834,,,,,,,,,,,,,,,
EUR,Europe,NOR,Norway,498.2834385,2010,Sex,Both sexes,BTSX,80.87,80.87,>80.0,EN,2020-12-03T16:00:00.000Z,,,2280.437337,,,,,,,,,,,,,,,
EUR,Europe,NOR,Norway,385.8015501,2015,Sex,Both sexes,BTSX,82.01,82.01,>80.0,EN,2020-12-03T16:00:00.000Z,,,2687.480056,,,,,,,,,,,,,,,
EUR,Europe,NOR,Norway,404.9413636,2019,Sex,Both sexes,BTSX,82.62,82.62,>80.0,EN,2020-12-03T16:00:00.000Z,,,2229.858652,,,,,,,,,,,,,,,
EUR,Europe,NOR,Norway,171.2471313,2000,Sex,Both sexes,BTSX,78.53,78.53,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,567.9307221,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,OMN,Oman,77.49752926,2010,Sex,Both sexes,BTSX,70.36,70.36,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1503.864191,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,OMN,Oman,78.71079324,2015,Sex,Both sexes,BTSX,72.52,72.52,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,2049.851666,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,OMN,Oman,88.06085826,2019,Sex,Both sexes,BTSX,73.9,73.9,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1926.699694,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,OMN,Oman,19.50745254,2000,Sex,Both sexes,BTSX,69.07,69.07,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1007.499839,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,PAK,Pakistan,213.5874132,2010,Sex,Both sexes,BTSX,62.64,62.64,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,50950.03434,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,PAK,Pakistan,270.5561317,2015,Sex,Both sexes,BTSX,64.18,64.18,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,45175.23189,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,PAK,Pakistan,279.0566089,2019,Sex,Both sexes,BTSX,65.61,65.61,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,52476.27325,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,PAK,Pakistan,82.01774342,2000,Sex,Both sexes,BTSX,60.08,60.08,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,26149.41108,,,,,,,,,,,,,,,
AMR,Americas,PAN,Panama,34.6862243,2010,Sex,Both sexes,BTSX,77.53,77.53,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,87693.79007,,,,,,,,,,,,,,,
AMR,Americas,PAN,Panama,54.09171378,2015,Sex,Both sexes,BTSX,78.72,78.72,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,74355.51586,,,,,,,,,,,,,,,
AMR,Americas,PAN,Panama,66.98442715,2019,Sex,Both sexes,BTSX,79.29,79.29,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,75719.7529,,,,,,,,,,,,,,,
AMR,Americas,PAN,Panama,12.304115,2000,Sex,Both sexes,BTSX,77.23,77.23,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,38131.46061,,,,,,,,,,,,,,,
WPR,Western Pacific,PNG,Papua New Guinea,17.9849105,2010,Sex,Both sexes,BTSX,63.42,63.42,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,592.4012071,,,,,,,,,,,,,,,
WPR,Western Pacific,PNG,Papua New Guinea,21.72353117,2015,Sex,Both sexes,BTSX,64.49,64.49,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,901.7496077,,,,,,,,,,,,,,,
WPR,Western Pacific,PNG,Papua New Guinea,24.75134455,2019,Sex,Both sexes,BTSX,65.3,65.3,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1194.956876,,,,,,,,,,,,,,,
WPR,Western Pacific,PNG,Papua New Guinea,3.5213397,2000,Sex,Both sexes,BTSX,63.29,63.29,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,229.4903926,,,,,,,,,,,,,,,
AMR,Americas,PRY,Paraguay,33.75623877,2010,Sex,Both sexes,BTSX,74.99,74.99,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,33676.77412,,,,,,,,,,,,,,,
AMR,Americas,PRY,Paraguay,36.2113727,2015,Sex,Both sexes,BTSX,75.56,75.56,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,38630.72659,,,,,,,,,,,,,,,
AMR,Americas,PRY,Paraguay,37.90694407,2019,Sex,Both sexes,BTSX,75.81,75.81,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,42755.21626,,,,,,,,,,,,,,,
AMR,Americas,PRY,Paraguay,8.85570514,2000,Sex,Both sexes,BTSX,74.8,74.8,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,13641.10272,,,,,,,,,,,,,,,
AMR,Americas,PER,Peru,171.7617371,2010,Sex,Both sexes,BTSX,77.28,77.28,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,21369.35297,,,,,,,,,,,,,,,
AMR,Americas,PER,Peru,189.8053008,2015,Sex,Both sexes,BTSX,79.08,79.08,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,18444.927,,,,,,,,,,,,,,,
AMR,Americas,PER,Peru,228.4709196,2019,Sex,Both sexes,BTSX,79.9,79.9,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,17700.70349,,,,,,,,,,,,,,,
AMR,Americas,PER,Peru,51.74474913,2000,Sex,Both sexes,BTSX,74.42,74.42,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,8601.271944,,,,,,,,,,,,,,,
WPR,Western Pacific,PHL,Philippines,234.2169304,2010,Sex,Both sexes,BTSX,69.96,69.96,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,987.409712,,,,,,,,,,,,,,,
WPR,Western Pacific,PHL,Philippines,306.4461406,2015,Sex,Both sexes,BTSX,70.3,70.3,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1356.667831,,,,,,,,,,,,,,,
WPR,Western Pacific,PHL,Philippines,376.8232786,2019,Sex,Both sexes,BTSX,70.43,70.43,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1288.556325,,,,,,,,,,,,,,,
WPR,Western Pacific,PHL,Philippines,83.66969359,2000,Sex,Both sexes,BTSX,69.03,69.03,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,576.1955804,,,,,,,,,,,,,,,
EUR,Europe,POL,Poland,528.3012691,2010,Sex,Both sexes,BTSX,76.25,76.25,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,8082.016175,,,,,,,,,,,,,,,
EUR,Europe,POL,Poland,477.8119114,2015,Sex,Both sexes,BTSX,77.29,77.29,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,13630.30114,,,,,,,,,,,,,,,
EUR,Europe,POL,Poland,597.2805647,2019,Sex,Both sexes,BTSX,78.27,78.27,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,15774.25494,,,,,,,,,,,,,,,
EUR,Europe,POL,Poland,172.2194611,2000,Sex,Both sexes,BTSX,73.7,73.7,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4060.317793,,,,,,,,,,,,,,,
EUR,Europe,PRT,Portugal,244.7972266,2010,Sex,Both sexes,BTSX,79.73,79.73,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,5082.353706,,,,,,,,,,,,,,,
EUR,Europe,PRT,Portugal,199.3138943,2015,Sex,Both sexes,BTSX,80.89,80.89,>80.0,EN,2020-12-03T16:00:00.000Z,,,6229.100674,,,,,,,,,,,,,,,
EUR,Europe,PRT,Portugal,239.9869226,2019,Sex,Both sexes,BTSX,81.57,81.57,>80.0,EN,2020-12-03T16:00:00.000Z,,,7027.612207,,,,,,,,,,,,,,,
EUR,Europe,PRT,Portugal,118.3107103,2000,Sex,Both sexes,BTSX,76.58,76.58,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1955.588006,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,QAT,Qatar,167.7752686,2010,Sex,Both sexes,BTSX,74.08,74.08,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,2217.472153,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,QAT,Qatar,161.7399556,2015,Sex,Both sexes,BTSX,76.41,76.41,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,3001.043182,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,QAT,Qatar,176.3712677,2019,Sex,Both sexes,BTSX,77.17,77.17,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,3485.340844,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,QAT,Qatar,17.75989011,2000,Sex,Both sexes,BTSX,71.29,71.29,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1072.801752,,,,,,,,,,,,,,,
WPR,Western Pacific,KOR,Republic of Korea,576.1781142,2000,Sex,Both sexes,BTSX,76.21,76.21,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1949.351185,,,,,,,,,,,,,,,
WPR,Western Pacific,KOR,Republic of Korea,1253.223045,2010,Sex,Both sexes,BTSX,80.58,80.58,>80.0,EN,2020-12-03T16:00:00.000Z,,,2679.346579,,,,,,,,,,,,,,,
WPR,Western Pacific,KOR,Republic of Korea,1465.773246,2015,Sex,Both sexes,BTSX,82.2,82.2,>80.0,EN,2020-12-03T16:00:00.000Z,,,2820.306397,,,,,,,,,,,,,,,
WPR,Western Pacific,KOR,Republic of Korea,1651.422932,2019,Sex,Both sexes,BTSX,83.3,83.3,>80.0,EN,2020-12-03T16:00:00.000Z,,,602.1864903,,,,,,,,,,,,,,,
EUR,Europe,MDA,Republic of Moldova,1.28842939,2000,Sex,Both sexes,BTSX,66.87,66.87,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,12613.011,,,,,,,,,,,,,,,
EUR,Europe,MDA,Republic of Moldova,8.41436066,2010,Sex,Both sexes,BTSX,68.81,68.81,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,12578.49547,,,,,,,,,,,,,,,
EUR,Europe,MDA,Republic of Moldova,7.74523166,2015,Sex,Both sexes,BTSX,71.13,71.13,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,15732.20313,,,,,,,,,,,,,,,
EUR,Europe,MDA,Republic of Moldova,11.97023394,2019,Sex,Both sexes,BTSX,73.26,73.26,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4501.454067,,,,,,,,,,,,,,,
EUR,Europe,ROU,Romania,183.3267401,2010,Sex,Both sexes,BTSX,73.7,73.7,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,,,,,,,,,,,,,,,,
EUR,Europe,ROU,Romania,177.7292109,2015,Sex,Both sexes,BTSX,74.82,74.82,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,,,,,,,,,,,,,,,,
EUR,Europe,ROU,Romania,249.8815923,2019,Sex,Both sexes,BTSX,75.57,75.57,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,,,,,,,,,,,,,,,,
